NAME,DATE
"UFC 211 - Miocic vs. Dos Santos 2","May / 13 / 2017"
"UFC Fight Night 60 - Henderson vs. Thatch","Feb / 14 / 2015"
"Bellator MMA - Bellator 96","Jun / 19 / 2013"
"TPFP - Premier Fight Series 1","Jul / 28 / 2012"
"XKO - Xtreme Knockout 15","Jun / 02 / 2012"
"KOK 8 - The Uprising","Feb / 27 / 2010"
"SWC 8 - Night of Rumble","Sep / 18 / 2009"
"URC 5 - Urban Rumble Championships","Jul / 18 / 2009"
"BFC - Bellator Fighting Championships 9","May / 29 / 2009"
"XKO - Xtreme Knockout 4","May / 09 / 2009"
"XKO - Xtreme Knockout 3","Mar / 14 / 2009"
"FFI - Blood and Sand 17","Jun / 27 / 2015"
"FFI - Blood and Sand 16","Mar / 14 / 2015"
"FFI - Blood and Sand 15","Nov / 01 / 2014"
"Square Ring Promotions - Island Fights 28","May / 09 / 2014"
"V3 Fights - Johnson vs. Johnson","Jan / 18 / 2014"
"UFC Fight Night 72 - Bisping vs. Leites","Jul / 18 / 2015"
"PF - Prime Fighting 5","Mar / 14 / 2015"
"WFC 25 - Brawl at the Beach","Jul / 26 / 2014"
"PF - Prime Fighting","Mar / 08 / 2014"
"PF - Prime Fighting","Sep / 28 / 2013"
"CWFC 88 - Cage Warriors Fighting Championship 88","Oct / 28 / 2017"
"CWFC - Cage Warriors Unplugged","Nov / 12 / 2016"
"CWFC 78 - Cage Warriors Fighting Championship 78","Sep / 10 / 2016"
"CWFC 77 - Cage Warriors Fighting Championship 77","Jul / 08 / 2016"
"CWFC 75 - Cage Warriors Fighting Championship 75","Apr / 15 / 2016"
"ICE FC - ICE Fighting Championships 11","Feb / 20 / 2016"
"ICE FC - ICE Fighting Championship 9","Nov / 20 / 2015"
"M4tC 18 - Made 4 the Cage 18: Takeover","Sep / 28 / 2015"
"PRO Fighting - PRO FC 10","May / 09 / 2015"
"CWFC 62 - Cage Warriors Fighting Championship 62","Dec / 07 / 2013"
"CWFC 57 - Cage Warriors Fighting Championship 57","Jul / 20 / 2013"
"CWFC 52 - Cage Warriors Fighting Championship 52","Mar / 09 / 2013"
"CC - Cage Conflict 11","Oct / 29 / 2011"
"BAMMA 7 - Wallhead vs. Trigg","Sep / 10 / 2011"
"GP - Night of the Gladiators 7","Mar / 12 / 2011"
"OMMAC 6 - Battlestars","Aug / 07 / 2010"
"CC - Cage Conflict 5","May / 08 / 2010"
"OMMAC 4 - Victorious","Mar / 06 / 2010"
"CC - Cage Conflict 3","Oct / 17 / 2009"
"CC - Cage Conflict 2","Aug / 15 / 2009"
"WSOF 9 - Carl vs. Palhares","Mar / 29 / 2014"
"ShoFight 20 - ShoFight 20","Jun / 16 / 2012"
"WMMA 1 - Fighting for a Better World","Mar / 31 / 2012"
"Duel for Domination - MMA Extravaganza","Nov / 26 / 2011"
"RITC - Rage in the Cage 153","Jul / 16 / 2011"
"RITC - Rage in the Cage 152","May / 21 / 2011"
"Strikeforce - Challengers 10","Aug / 13 / 2010"
"RITC 140 - Rage in the Cage 140","Mar / 20 / 2010"
"RITC 139 - Rage in the Cage 139","Feb / 13 / 2010"
"WFF 1 - Battle for the Desert","Oct / 03 / 2009"
"AG - Extreme Beat Down","Apr / 11 / 2009"
"RITC 122 - Rage in the Cage 122","Feb / 28 / 2009"
"EVO MMA - Evolution MMA","Oct / 04 / 2008"
"UFC - The Ultimate Fighter Season 22 Opening Round, Day 2","Jul / 27 / 2015"
"AF 1 - Apocalypse Fights 1","Aug / 07 / 2008"
"LFA 52 - Rodriguez vs. Gutierrez","Oct / 19 / 2018"
"XFL - Xtreme Fight Night 347","Apr / 06 / 2018"
"LFA 22 - Heinisch vs. Perez","Sep / 08 / 2017"
"C3 Fights - Fight Night","Jul / 22 / 2017"
"WSOF 28 - Moraes vs. Barajas","Feb / 20 / 2016"
"SCS 27 - Survival","Aug / 22 / 2015"
"WFC - World Fighting Championships 35","Feb / 28 / 2015"
"SCS 23 - Redemption","Nov / 15 / 2014"
"BattleGrounds MMA 5 - O.N.E.: One Night Elimination","Oct / 03 / 2014"
"B&G Promotions - Battle at the Fort 9","Apr / 05 / 2014"
"XKO - Xtreme Knockout 19","Aug / 17 / 2013"
"Ring Rulers - Spa City Stomp Out Hunger","Jun / 15 / 2013"
"SCS 16 - Resolution","Apr / 06 / 2013"
"UFC - The Ultimate Fighter 18 Finale","Nov / 30 / 2013"
"RFA 4 - Griffin vs. Escudero","Nov / 02 / 2012"
"KOTC - Next Generation","Jun / 30 / 2011"
"Gladiator Challenge - Legends Collide 2","Feb / 20 / 2011"
"XKO - Xtreme Knockout 8","Oct / 09 / 2010"
"UFC - The Ultimate Fighter Season 18 Semifinals, Day 2","Jul / 02 / 2013"
"UFC - The Ultimate Fighter Season 18 Quarterfinals, Day 2","Jun / 10 / 2013"
"UFC - The Ultimate Fighter Season 18 Elimination Fights","May / 29 / 2013"
"Tuff-N-Uff - Xtreme Couture vs. Team Quest","Aug / 06 / 2010"
"Tuff-N-Uff - Future Stars of MMA","Feb / 26 / 2010"
"Tuff-N-Uff - Future Stars of MMA","Sep / 18 / 2009"
"Tuff-N-Uff - Back2Back","Aug / 22 / 2009"
"UFC 194 - Aldo vs. McGregor","Dec / 12 / 2015"
"UFC 139 - Shogun vs. Henderson","Nov / 19 / 2011"
"UFC 131 - Dos Santos vs. Carwin","Jun / 11 / 2011"
"ROC 33 - Ring of Combat 33","Dec / 03 / 2010"
"ROC 31 - Ring of Combat 31","Sep / 24 / 2010"
"ACB 82 - Silva vs. Kolobegov","Mar / 09 / 2018"
"ACB 71 - Moscow","Sep / 30 / 2017"
"ACB 51 - Silva vs. Torgeson","Jan / 13 / 2017"
"RFA 38 - Moises vs. Emmers","Jun / 03 / 2016"
"WFC 16 - Griffin vs. Mitchell","Jan / 23 / 2016"
"RFA 17 - Cochrane vs. Giagos","Aug / 22 / 2014"
"LOP - Chaos at the Casino 4","Apr / 12 / 2014"
"LOP - Chaos at the Casino 3","Nov / 23 / 2013"
"Flawless FC 3 - California Love","May / 18 / 2013"
"Samurai Pro Sports - Samurai MMA Pro 4","Oct / 19 / 2012"
"RITC - Respect in the Cage","May / 19 / 2012"
"RITC - Respect in the Cage","Nov / 19 / 2011"
"RITC - Respect in the Cage","Aug / 21 / 2010"
"John Pena Promotions - Battle at Fox Theatre","Jun / 11 / 2010"
"TKO 48 - Sousa vs. Gane","May / 24 / 2019"
"TKO 44 - Hunter vs. Barriault","Sep / 21 / 2018"
"TKO MMA - TKO Fight Night 1","Aug / 02 / 2018"
"Invicta FC 6 - Cyborg vs. Coenen 2","Jul / 13 / 2013"
"Max Sport - 13.2","May / 11 / 2013"
"Shooto Brazil - Shooto Brazil 34","Sep / 21 / 2012"
"Wreck MMA - Road to Glory","Apr / 20 / 2012"
"HFC - Hard Fight Championship","Sep / 25 / 2010"
"EFC - Expo Fighting Championship: Day Two","Aug / 22 / 2010"
"IFC - Itu Fight Championship","Jun / 04 / 2010"
"Shooto Brazil - Shooto Brazil 14","Nov / 28 / 2009"
"WOCS - Watch Out Combat Show 4","Jun / 25 / 2009"
"Force FC - Force Fighting Championship 1","Jul / 05 / 2008"
"300 Sparta - MMA 6","Apr / 18 / 2015"
"Inka FC - Inka Warriors 2","Oct / 25 / 2014"
"Inka FC - Inka Warriors 1","Jul / 30 / 2014"
"300 Sparta 5 - Featherweight Grand Prix","Feb / 04 / 2014"
"300 Sparta - MMA 4","Oct / 10 / 2013"
"Inka FC 23 - Pequeno vs. Owens","Aug / 24 / 2013"
"300 Sparta - MMA 2","Jul / 17 / 2013"
"Peru FC - Peru Fighting Championship 12","Mar / 20 / 2013"
"Peru FC - Peru Fighting Championship 10","Oct / 03 / 2012"
"Peru FC - Peru Fighting Championship 9","Jun / 21 / 2012"
"Deep - 37 Impact","Aug / 17 / 2008"
"Deep - clubDeep Hamamatsu","Oct / 21 / 2007"
"Deep - clubDeep Toyama: Barbarian Festival 6","May / 13 / 2007"
"Deep - clubDeep Toyama: Barbarian Festival 5","Nov / 19 / 2006"
"Deep - clubDeep Hakuba: Monster Challenge 2","Aug / 12 / 2006"
"Deep - clubDeep Toyama: Barbarian Festival 4","Jun / 18 / 2006"
"Double R - 3rd Stage","Apr / 29 / 2006"
"Deep - clubDeep Toyama: Barbarian Festival 1","Oct / 24 / 2004"
"Steelfist Fight Night - March Madness","Mar / 22 / 2019"
"FFC 33 - Final Fight Championship 33","Nov / 02 / 2018"
"SteelFist Fight Night 57 - Friday the 13th","Apr / 13 / 2018"
"SteelFist Fight Night 55 - Opposites Attack","Jan / 13 / 2018"
"Showdown Fights 14 - Heavyweight Collision","Jun / 28 / 2014"
"Showdown Fights 13 - Lopez vs. Castillo","Jan / 24 / 2014"
"Showdown Fights 12 - Buchholz vs. Collard 2","Sep / 28 / 2013"
"Showdown Fights 10 - Collard vs. Clements","Feb / 08 / 2013"
"Showdown Fights 9 - Buchholz vs. Castillo","Nov / 16 / 2012"
"Showdown Fights 8 - Burkman vs. Yager","Aug / 25 / 2012"
"Showdown Fights 7 - Uprising","May / 04 / 2012"
"RMFC - Rocky Mountain Fight Championships 3","Mar / 24 / 2012"
"RMFC - Rocky Mountain Fight Championships 2","Jan / 14 / 2012"
"Flash Academy MMA - Fight Night Explosion","Nov / 26 / 2011"
"CFC - Crown Fighting Championships 4","Oct / 29 / 2011"
"JHEFN - Jeremy Horn's Elite Fight Night 14","Sep / 30 / 2011"
"Moab Combat Sports - Red Rock Rumble 4","Sep / 24 / 2011"
"Fight King - Fight for the Cops","Aug / 17 / 2011"
"CFC - Crown Fighting Championships 3","Jun / 18 / 2011"
"Flash Academy MMA - Mayhem & Motocross MMA Fight Night","May / 14 / 2011"
"Fight Kings 7 - No Mercy","Apr / 02 / 2011"
"Moab Combat Sports - Red Rock Rumble 3","Mar / 26 / 2011"
"Flash Academy MMA - Fight Night Madness","Mar / 19 / 2011"
"UFC on FX 4 - Maynard vs. Guida","Jun / 22 / 2012"
"UFC 125 - Resolution","Jan / 01 / 2011"
"UFC - The Ultimate Fighter 9 Finale","Jun / 20 / 2009"
"UFC 74 - Respect","Aug / 25 / 2007"
"UFC 72 - Victory","Jun / 16 / 2007"
"UFC Fight Night 8 - Evans vs. Salmon","Jan / 25 / 2007"
"WEC 23 - Hot August Fights","Aug / 17 / 2006"
"Shooto 2006 - 7/21 in Korakuen Hall","Jul / 21 / 2006"
"Strikeforce - Shamrock vs. Gracie","Mar / 10 / 2006"
"KOTC - Redemption on the River","Feb / 17 / 2006"
"XFO - Xtreme Fighting Organization 8","Dec / 10 / 2005"
"IHC 9 - Purgatory","Nov / 19 / 2005"
"KOTC - Xtreme Edge","Sep / 17 / 2005"
"XFO 7 - Outdoor War","Aug / 27 / 2005"
"Combat - Do Fighting Challenge 4","Aug / 13 / 2005"
"XFO 6 - Judgement Day","Jun / 25 / 2005"
"XKK - Des Moines","May / 20 / 2005"
"Combat - Do Fighting Challenge 3","May / 14 / 2005"
"XFO - Xtreme Fighting Organization 5","Mar / 19 / 2005"
"Combat - Do Fighting Challenge 2","Feb / 05 / 2005"
"MMA Mexico - Day 2","Dec / 18 / 2004"
"XFO 4 - International","Dec / 03 / 2004"
"EC 60 - Extreme Challenge 60","Nov / 12 / 2004"
"Combat - Do Fighting Challenge 1","Oct / 23 / 2004"
"XFO 2 - New Blood","Jun / 26 / 2004"
"UCS - Battle at the Barn 2","May / 01 / 2004"
"XKK - Clash in Curtiss 5","Apr / 03 / 2004"
"XFO 1 - The Kickoff","Mar / 14 / 2004"
"SC 17 - Silverback Classic 17","Jul / 26 / 2003"
"UFC 182 - Jones vs. Cormier","Jan / 03 / 2015"
"NAAFS - Rock N Rumble 8","Oct / 04 / 2014"
"Pinnacle FC - Pittsburgh Challenge Series 7","May / 24 / 2014"
"Gladiators of the Cage - The North Shore's Rise to Power 4","Mar / 15 / 2014"
"Pinnacle FC - Pittsburgh Challenge Series 5","Nov / 27 / 2013"
"NAAFS - Caged Vengeance 10","Feb / 18 / 2012"
"NAAFS - Caged Fury 14","Feb / 26 / 2011"
"BUCB - Pride and Glory","Jan / 15 / 2011"
"NAAFS - Caged Fury 11","Apr / 24 / 2010"
"NAAFS - War on the Shore 3","Jul / 25 / 2009"
"KOP 55 - KnockOut Promotions 55","Apr / 29 / 2017"
"KOP 54 - Stamann vs. Kamery","Mar / 17 / 2017"
"KOP 51 - KnockOut Promotions 51","Nov / 05 / 2016"
"KOP 50 - KnockOut Promotions 50","Aug / 27 / 2016"
"KOP 48 - Inaugural Pro-Am","Mar / 26 / 2016"
"MFL 39 - Michiana Fight League 39","Oct / 24 / 2015"
"TWC 26 - Townsend vs. Ward","Nov / 22 / 2014"
"WXC 52 - Evolution","Aug / 15 / 2014"
"Triple X Cagefighting - Legends 4","Jun / 21 / 2014"
"Triple X Cagefighting - Legends 3","Feb / 22 / 2014"
"Triple X Cagefighting - Legends 2","Oct / 19 / 2013"
"HFC 16 - Hoosier Fight Club 16","Jun / 01 / 2013"
"Local Kombat - New Begininngs","Feb / 22 / 2013"
"IFL 51 - No Guts, No Glory","Nov / 17 / 2012"
"IFL 39 - Caged Apocalypse","Nov / 19 / 2011"
"XCC 48 - Lights Out in Lansing 2","Mar / 13 / 2010"
"UFC Fight Night 119 - Brunson vs. Machida","Oct / 28 / 2017"
"UFC Fight Night 89 - MacDonald vs. Thompson","Jun / 18 / 2016"
"AFC 21 - The Return","May / 16 / 2014"
"Fight Time 10 - It's Personal","Jun / 22 / 2012"
"Fight Time 9 - MMA Explosion","Apr / 27 / 2012"
"Midtown Productions - Midtown Throwdown 3","Feb / 11 / 2012"
"FCFF - Rumble at the Roseland 24","Aug / 26 / 2006"
"BFL 59 - Smith vs. Wilson","Jan / 12 / 2019"
"BFL 54 - Battlefield Fight League","Mar / 17 / 2018"
"BFL 52 - Battlefield Fight League","Nov / 18 / 2017"
"TFC 2 - Thailand Fighting Championship 2","Apr / 01 / 2017"
"BFL 46 - Battlefield Fight League","Oct / 29 / 2016"
"Thailand Ring Wars - TRW 3","Feb / 20 / 2016"
"BFL 36 - Blood Brothers","May / 30 / 2015"
"BFL 35 - Battlefield Fight League","Mar / 28 / 2015"
"FMD - Full Metal Dojo 3: No Sleep 'Til Bangkok","Nov / 22 / 2014"
"BFL 29 - Battlefield Fight League","Mar / 29 / 2014"
"BFL 26 - Battlefield Fight League","Dec / 07 / 2013"
"WFC - Warpath Fighting Championships 10","Jun / 21 / 2013"
"CFFC - Chosen Few Fighting Championships 15","Sep / 22 / 2018"
"PC MMA - Pinnacle Combat 25","Apr / 28 / 2017"
"PC MMA - Pinnacle Combat 21","Aug / 21 / 2015"
"PC MMA - Pinnacle Combat 15","Jan / 24 / 2014"
"PC MMA - Pinnacle Combat 8","Sep / 10 / 2011"
"MCC 34 - Moreno vs. Kruger","Jun / 24 / 2011"
"MCC 28 - Impact","Aug / 06 / 2010"
"Mainstream MMA - Mehmen vs. Monaghan","Aug / 22 / 2009"
"PC MMA - Pinnacle Combat 2","Apr / 25 / 2009"
"W4W - Warriors 4 Warriors 1","Nov / 08 / 2008"
"Mainstream MMA 10 - Reloaded","Sep / 13 / 2008"
"CWFC 45 - Cage Warriors Fighting Championship 45","Feb / 18 / 2012"
"CG 2 - Clash of the Giants","Jun / 11 / 2011"
"IFC - Immortal Fighting Championship 4","Apr / 16 / 2011"
"CC 8 - Fields vs. Redmond","Mar / 12 / 2011"
"CFC - Chaos Fighting Championships 8","Feb / 12 / 2011"
"K.O. - The Fight Before Christmas 1","Dec / 12 / 2008"
"COT 3 - Cage of Truth","Jun / 28 / 2008"
"COT 2 - Cage of Truth","Mar / 08 / 2008"
"ROT - Ring of Truth 6","Feb / 17 / 2007"
"MMA Xtreme - Fists Will Fly","Aug / 24 / 2013"
"Xtreme Fighting League - Vengeance","Jun / 28 / 2013"
"NAFC - Battleground","Mar / 29 / 2013"
"UFC - The Ultimate Fighter Season 19 Semifinals, Day 1","Nov / 21 / 2013"
"UFC - The Ultimate Fighter Season 19 Quarterfinals, Day 4","Nov / 05 / 2013"
"UFC - The Ultimate Fighter Season 19 Elimination Fights","Oct / 16 / 2013"
"PXC - Pacific Xtreme Combat 47","Mar / 13 / 2015"
"PXC - Pacific Xtreme Combat 46","Nov / 15 / 2014"
"PXC - Pacific Xtreme Combat 44","Jun / 27 / 2014"
"XFC 26 - Night of Champions 3","Oct / 18 / 2013"
"XFC 24 - Collision Course","Jun / 14 / 2013"
"Tuff-N-Uff - Feastibrawl","Nov / 21 / 2012"
"Tuff-N-Uff - Festibrawl 3","Sep / 02 / 2012"
"Tuff-N-Uff - Mayhem in Mesquite","Aug / 18 / 2012"
"Las Vegas MMA - Extreme Thing","Mar / 31 / 2012"
"JMMAS - Jackson's MMA Series 7","Jan / 21 / 2012"
"TCF - Dawn of Champions","Jul / 30 / 2011"
"XCFC - Warriors","Jul / 24 / 2010"
"LFA 24 - Frincu vs. Millender","Oct / 13 / 2017"
"LFA 5 - Edwards vs. Townsend","Feb / 24 / 2017"
"SCL 50 - Sparta 50","Jul / 16 / 2016"
"Paramount MMA - Paramount MMA 2016","Apr / 15 / 2016"
"RFA 34 - Velickovic vs. Smith","Jan / 15 / 2016"
"FTW - Prize Fighting Championship 9","May / 30 / 2015"
"FTW - Prize Fighting Championship 8","Mar / 06 / 2015"
"FTW - Hooligans","Apr / 19 / 2013"
"ROF - Buckley MMA Fight Night","Feb / 09 / 2013"
"FTW - The Warriors","Sep / 14 / 2012"
"UFC Fight Night 66 - Edgar vs. Faber","May / 16 / 2015"
"UFC Fight Night 40 - Brown vs. Silva","May / 10 / 2014"
"UFC on FX 2 - Alves vs. Kampmann","Mar / 03 / 2012"
"ROC 34 - Ring of Combat 34","Feb / 04 / 2011"
"ROC 32 - Ring of Combat 32","Oct / 23 / 2010"
"ROC 26 - Ring of Combat 26","Sep / 11 / 2009"
"ROC 22 - Ring of Combat 22","Nov / 21 / 2008"
"ROC 21 - Ring of Combat 21","Sep / 12 / 2008"
"ROC 20 - Ring of Combat 20","Jun / 27 / 2008"
"ROC 19 - Ring of Combat 19","May / 09 / 2008"
"UFC - The Ultimate Fighter Season 11 Elimination Fights","Jan / 23 / 2010"
"UFC - The Ultimate Fighter 11 Finale","Jun / 19 / 2010"
"XC - Xtreme Combat","Jul / 18 / 2009"
"Throwdown Showdown 2 - The Return","Sep / 26 / 2008"
"JHEFN - Jeremy Horn's Elite Fight Night 2","May / 17 / 2008"
"Kraze in the Cage - Chapter 7, Vol. 2","Mar / 22 / 2008"
"Kraze in the Cage - Chapter 7, Vol. 1","Jan / 26 / 2008"
"UCE - Round 28 - Worlds Collide","Dec / 01 / 2007"
"CFC 3 - Cage Fighting Championship 3","Aug / 10 / 2007"
"UCE - Round 26 - Finals","Jun / 16 / 2007"
"UCE - Round 26 - Episode 9 Day 2","Jun / 02 / 2007"
"UCE - Round 26 - Episode 6","May / 12 / 2007"
"UCE - Round 26 - Episode 3","Apr / 21 / 2007"
"BCP - Bush Cree Promotions","Mar / 30 / 2007"
"UFC - The Ultimate Fighter Season 11 Semifinals","Mar / 02 / 2010"
"UFC - The Ultimate Fighter Season 11 Quarterfinals, Day 2","Feb / 24 / 2010"
"UFC - The Ultimate Fighter Season 11 Opening Round, Day 6","Feb / 11 / 2010"
"BCP - Bush Cree Promotions","Feb / 02 / 2007"
"Cage Warriors - Unplugged 2","Sep / 06 / 2019"
"CW 102 - Cage Warriors 102","Mar / 02 / 2019"
"CW 92 - Cage Warriors 92: Super Saturday","Mar / 24 / 2018"
"CWFC 87 - Cage Warriors Fighting Championship 87","Oct / 14 / 2017"
"CWFC 84 - Cage Warriors Fighting Championship 84","Jun / 02 / 2017"
"CWFC 80 - Cage Warriors Fighting Championship 80","Feb / 18 / 2017"
"ROC 2 - Rise of Champions 2","Apr / 23 / 2016"
"UI 15 - White vs. Cook","Jun / 06 / 2015"
"ToM 1 - First Blood","Jan / 17 / 2015"
"UI 12 - Boussif vs. Wells","Jun / 28 / 2014"
"Strength & Honour - Contenders 1","Jun / 29 / 2013"
"SAH 14 - Strength And Honour 14","Nov / 03 / 2012"
"SAH 13 - Strength and Honour","Jun / 30 / 2012"
"FS - Fight Scene 2.1","Mar / 18 / 2012"
"CWFC 42 - Cage Warriors Fighting Championship 42","May / 28 / 2011"
"SnA 5 - Shock n Awe 5","Sep / 18 / 2010"
"All or Nothing - Head to Head","Jun / 05 / 2010"
"SAH 8 - Strength and Honour","May / 08 / 2010"
"SFC 3 - Spartan Fight Challenge","Mar / 20 / 2010"
"SAH 7 - Strength and Honour","Nov / 07 / 2009"
"SAH 6 - Strength and Honour","Aug / 29 / 2009"
"SAH 5 - Strength and Honour","May / 09 / 2009"
"SAH 3 - Strength and Honour","Nov / 29 / 2008"
"Invicta FC 13 - Cyborg vs. Van Duin","Jul / 09 / 2015"
"Strikeforce - Melendez vs. Masvidal","Dec / 17 / 2011"
"Strikeforce / M-1 Global - Fedor vs. Werdum","Jun / 26 / 2010"
"Strikeforce - Miami","Jan / 30 / 2010"
"Strikeforce - Carano vs. Cyborg","Aug / 15 / 2009"
"Strikeforce - Shamrock vs. Diaz","Apr / 11 / 2009"
"SS 12 - Storm Samurai 12","Nov / 25 / 2006"
"SS 11 - Storm Samurai 11","May / 21 / 2006"
"SS 10 - Storm Samurai 10","Jan / 28 / 2006"
"SS 9 - Storm Samurai 9","Nov / 20 / 2005"
"SF - Showfight 2","May / 17 / 2005"
"UFC on Fuel TV 7 - Barao vs. McDonald","Feb / 16 / 2013"
"WEC 44 - Brown vs. Aldo","Nov / 18 / 2009"
"WEC 37 - Torres vs. Tapia","Dec / 03 / 2008"
"IFBL - Fight Night 11","Feb / 23 / 2008"
"WEC 31 - Faber vs. Curran","Dec / 12 / 2007"
"WEC 28 - WrekCage","Jun / 03 / 2007"
"BIB - Beatdown in Bakersfield","Nov / 17 / 2006"
"KOTC - BOOYAA","Oct / 13 / 2006"
"KOTC - Rapid Fire","Aug / 04 / 2006"
"TC 13 - Anarchy","Mar / 11 / 2006"
"KOTC 63 - Final Conflict","Dec / 02 / 2005"
"KOTC 61 - Flash Point","Sep / 23 / 2005"
"KOTC 58 - Prime Time","Aug / 05 / 2005"
"TC 7 - Total Combat 7","Jan / 29 / 2005"
"TC 6 - Total Combat 6","Oct / 24 / 2004"
"TC 4 - Total Combat 4","Jul / 25 / 2004"
"RFA 35 - Moises vs. Castillo","Feb / 19 / 2016"
"XFO 53 - Xtreme Fighting Organization 53","Oct / 11 / 2014"
"XFO 51 - Xtreme Fighting Organization 51","May / 31 / 2014"
"LFA 30 - Millender vs. Barnes","Jan / 12 / 2018"
"Bellator 170 - Sonnen vs. Ortiz","Jan / 21 / 2017"
"FCOC - Fight Club OC","Aug / 25 / 2016"
"CXF 3 - Proving Grounds","Jun / 25 / 2016"
"Lights Out / Bash Entertainment - Fight Night at Sportsmen's Lodge 4","Oct / 23 / 2015"
"Bellator 141 - Guillard vs. Girtz","Aug / 28 / 2015"
"Bellator 137 - Halsey vs. Grove","May / 15 / 2015"
"Bellator 134 - British Invasion","Feb / 27 / 2015"
"FCOC - Fight Club OC","Oct / 16 / 2014"
"FCOC - Fight Club OC","Jun / 19 / 2014"
"FCOC - Fight Club OC","Apr / 17 / 2014"
"FCOC - Fight Club OC","Dec / 05 / 2013"
"FCOC - Fight Club OC","Aug / 15 / 2013"
"FCOC - Fight Club OC","Apr / 11 / 2013"
"FCOC - Fight Club OC","Feb / 28 / 2013"
"LFA 1 - Peterson vs. Higo","Jan / 13 / 2017"
"GKO 8 - Global Knockout 8","Nov / 19 / 2016"
"WCS 11 - San Jose Fit Expo 2","Jun / 30 / 2013"
"Central Coast Throwdown - War","May / 18 / 2013"
"Tuff-N-Uff - Festibrawl 5","Mar / 01 / 2013"
"Born to Fight - 2012 CAMO State Championship: Northern California Regional","Sep / 23 / 2012"
"WCS 5 - San Jose Fit Expo","Jul / 15 / 2012"
"Rocktagon MMA - Elite Series 17","Apr / 14 / 2012"
"Rocktagon MMA - Elite Series 14","Feb / 19 / 2012"
"EFC - Extreme Fighting Championship 44","Oct / 03 / 2015"
"EFC - Extreme Fighting Championship 40","Jun / 06 / 2015"
"EFC - Extreme Fighting Championship 37","Feb / 21 / 2015"
"Cage - Cage 27","Nov / 08 / 2014"
"Roundhouse MMA - The Beginning","Oct / 06 / 2013"
"MMA Berlin - Tournament 33","Mar / 16 / 2013"
"RTR - Ready to Rage","Jan / 31 / 2010"
"Heat - Heat 44","Mar / 02 / 2019"
"RFC Way Of The Dragon - Championships 3","Jan / 12 / 2019"
"Heat - Heat 43","Sep / 17 / 2018"
"Heat - Heat 42","May / 27 / 2018"
"Heat - Heat 41","Dec / 23 / 2017"
"TFC 15 - Top FC 15","Jul / 22 / 2017"
"Top FC - TFC Dream 2: Lightweight Tournament Semifinals","Jan / 21 / 2017"
"Heat - Heat 38","Sep / 25 / 2016"
"AOW - Art of War 18","Jul / 30 / 2016"
"Heat - Heat 37","Mar / 06 / 2016"
"Top FC 9 - Battle of Incheon","Oct / 24 / 2015"
"Top FC 8 - Heart of a Champion","Aug / 15 / 2015"
"Top FC 7 - Return to Basics","May / 29 / 2015"
"EFC 71 - EFC Worldwide 71","Jun / 23 / 2018"
"EFC 65 - EFC Worldwide 65","Nov / 04 / 2017"
"EFC 61 - EFC Worldwide 61","Jul / 08 / 2017"
"EFC 52 - EFC Worldwide 52","Aug / 05 / 2016"
"EFC - Extreme Fighting Championship 45","Nov / 07 / 2015"
"EFC - Extreme Fighting Championship 42","Aug / 08 / 2015"
"EFC - Extreme Fighting Championship 39","May / 07 / 2015"
"EFC - Extreme Fighting Championship 35","Nov / 06 / 2014"
"EFC - Extreme Fighting Championship 34","Oct / 02 / 2014"
"EFC Africa - Extreme Fighting Championship Africa 30","Jun / 05 / 2014"
"Venator FC - Guerrieri Italiani Finals","May / 30 / 2015"
"EMMA 7 - European MMA 7","Nov / 07 / 2013"
"WKN - Valhalla: Battle of the Vikings","Mar / 09 / 2013"
"RA - Royal Arena 2","Aug / 31 / 2012"
"MMAA - MMA Attack 2","Apr / 27 / 2012"
"CFL 2 - Cage Fight Live","Nov / 19 / 2011"
"CFL - Cage Fight Live 1","Apr / 09 / 2011"
"The Zone FC 7 - Warriors","Nov / 27 / 2010"
"FG 15 - Hot as Hell","Sep / 11 / 2010"
